Column_1,Column_2,Column_3,Column_4,Column_5
1,1.6982752401769055,15.485642096425746,0.9844542111505573,1.6347031774222205
1,3.111656445781821,15.485642096425748,0.9844542111505574,3.0480843830271365
1,0.7910235919793894,15.48564209642574,0.9844542111505571,0.7274515292247049
1,1.5626931900645107,15.48564209642595,0.9844542111505571,1.4991211273098266
1,1.6834970870240449,15.48564209642574,0.9844542111505571,1.6199250242693615
2,1.6982752401769055,15.485642096425746,0.9844542111505573,1.6347031774222205
2,3.111656445781821,15.485642096425748,0.9844542111505574,3.0480843830271365
2,0.7910235919793894,15.48564209642574,0.9844542111505571,0.7274515292247049
2,1.5626931900645107,15.48564209642595,0.9844542111505571,1.4991211273098266
2,1.6834970870240449,15.48564209642574,0.9844542111505571,1.6199250242693615
3,1.6982752401769055,15.485642096425746,0.9844542111505573,1.6347031774222205
3,3.111656445781821,15.485642096425748,0.9844542111505574,3.0480843830271365
3,0.7910235919793894,15.48564209642574,0.9844542111505571,0.7274515292247049
3,1.5626931900645107,15.48564209642595,0.9844542111505571,1.4991211273098266
3,1.6834970870240449,15.48564209642574,0.9844542111505571,1.6199250242693615
4,1.6982752401769055,15.485642096425746,0.9844542111505573,1.6347031774222205
4,3.111656445781821,15.485642096425748,0.9844542111505574,3.0480843830271365
4,0.7910235919793894,15.48564209642574,0.9844542111505571,0.7274515292247049
4,1.5626931900645107,15.48564209642595,0.9844542111505571,1.4991211273098266
4,1.6834970870240449,15.48564209642574,0.9844542111505571,1.6199250242693615
5,1.6982752401769055,15.485642096425746,0.9844542111505573,1.6347031774222205
5,3.111656445781821,15.485642096425748,0.9844542111505574,3.0480843830271365
5,0.7910235919793894,15.48564209642574,0.9844542111505571,0.7274515292247049
5,1.5626931900645107,15.48564209642595,0.9844542111505571,1.4991211273098266
5,1.6834970870240449,15.48564209642574,0.9844542111505571,1.6199250242693615
6,1.6982752401769055,15.485642096425746,0.9844542111505573,1.6347031774222205
6,3.111656445781821,15.485642096425748,0.9844542111505574,3.0480843830271365
6,0.7910235919793894,15.48564209642574,0.9844542111505571,0.7274515292247049
6,1.5626931900645107,15.48564209642595,0.9844542111505571,1.4991211273098266
6,1.6834970870240449,15.48564209642574,0.9844542111505571,1.6199250242693615
7,1.6982752401769055,15.485642096425746,0.9844542111505573,1.6347031774222205
7,3.111656445781821,15.485642096425748,0.9844542111505574,3.0480843830271365
7,0.7910235919793894,15.48564209642574,0.9844542111505571,0.7274515292247049
7,1.5626931900645107,15.48564209642595,0.9844542111505571,1.4991211273098266
7,1.6834970870240449,15.48564209642574,0.9844542111505571,1.6199250242693615
8,1.6982752401769055,15.485642096425746,0.9844542111505573,1.6347031774222205
8,3.111656445781821,15.485642096425748,0.9844542111505574,3.0480843830271365
8,0.7910235919793894,15.48564209642574,0.9844542111505571,0.7274515292247049
8,1.5626931900645107,15.48564209642595,0.9844542111505571,1.4991211273098266
8,1.6834970870240449,15.48564209642574,0.9844542111505571,1.6199250242693615
9,1.6982752401769055,15.485642096425746,0.9844542111505573,1.6347031774222205
9,3.111656445781821,15.485642096425748,0.9844542111505574,3.0480843830271365
9,0.7910235919793894,15.48564209642574,0.9844542111505571,0.7274515292247049
